Element Count,Downforce,Front Axle Moment,Rear Axle Downforce,Rear Axle Moment,Front Axle Downforce,Frontal Area,Cl,ClA,Drag,Cd,CdA,Center of Pressure,Sidepod DF,Rear Wing DF,Front Wing DF,Aero Efficiency,FA-RA Difference,Chassis Angle,Chassis Heave
2.4223988E7,134.187251639896,-4099.27190296491,66.6590949671202,4152.71577633712,67.5281566724324,0.55632084878178,5.88714603008222,3.27514207635762,62.0198049401287,2.72097120984029,1.51373301296914,-6.30095692577944,10.3042240422075,70.899393587424,52.4601707794415,2.16361937560808,0.869061705312131,0,0.3
3.1424632E7,45.7978903088476,-1434.78734937859,23.331369190386,1381.60259786341,22.4665211183444,0.557647361522584,2.00449368919408,1.11780061696775,29.6797567959556,1.29903112988624,0.724401282116762,-10.4403429574082,-12.0004434086127,33.1759335599862,25.5612696669263,1.54306824761746,-0.864848072041561,-0.91,0.3
2.6115868E7,143.596542583561,-4331.91267727387,70.4421139604854,4498.70935059102,73.1544286227079,0.564227715475158,6.21167123202447,3.50479706852792,62.6559064176917,2.71035697941483,1.52925852661738,-6.07489852953685,18.9642513111302,72.4951843150816,53.3141118450575,2.29182771096285,2.71231466222242,0.91,0.3
2.6474942E7,143.451947938772,-4244.03126345909,69.0130563990471,4577.69876302183,74.4388915393575,0.55949331695975,6.25792591348849,3.50126772662605,62.2561694599942,2.7158536481116,1.51950196595919,-5.82040897397899,16.5940176737821,72.3576142278239,55.5410538838321,2.30422059665836,5.42583514031041,0.455,0.3
2.5004853E7,132.52611687781,-3994.0530438373,64.9481096777944,4155.7813875006,67.5780071996762,0.556310397939015,5.81437664233508,3.23459818366474,60.4635822851474,2.65274535188265,1.47574982233671,-6.06419281975727,9.47030855927199,69.1896865396221,54.3998690613115,2.19183369342581,2.62989752188181,0,0.4
3.0652924E7,98.185902681405,-3046.32094127597,49.5368450133717,2991.72551474971,48.6490576677818,0.558381841595792,4.2917728523288,2.39644802899418,59.5877801683752,2.60462256060311,1.45437394205151,-5.78649106417015,-19.5197702454499,67.0125530474166,52.6342696366832,1.64775231438332,-0.887787345589906,-0.91,0.4
2.5886641E7,74.224665640888,-2188.70048061103,35.5909041032649,2375.82423305269,38.6337615374329,0.564096915080177,3.21154048586492,1.8116200807315,31.7089422765882,1.37197723972123,0.773928128486963,-8.62876029531139,10.4100279825499,36.618725876579,27.7646115098269,2.34081178089913,3.04285743416799,0.91,0.4
2.5366124E7,139.899123874858,-4225.29787320767,68.7084289263189,4377.94746084643,71.1906949481812,0.559364804477835,6.10434024112073,3.41455308544068,62.3505233427654,2.72059465530778,1.52180489742968,-6.0912622992477,15.2092935755613,71.9520434361737,54.6883157836643,2.24375219925225,2.48226602186224,0.455,0.4
2.6582126E7,102.568945338399,-3175.42180150538,51.6361803846469,3132.16452184266,50.9327649534893,0.558473202790538,4.48262534530507,2.50342613350256,59.6926631952815,2.60878030952858,1.45693389483932,-5.87666415562713,-14.1683885602107,66.2571493550025,52.9770860967141,1.71828395397353,-0.703415431157532,-0.91,0.5
2.4251363E7,122.412562088869,-3705.91099654764,60.262573185226,3821.97963243673,62.1499889033293,0.558300320853694,5.35151782770573,2.98775412026237,60.1327101534488,2.62882554635873,1.46767414600047,-5.97222555592973,2.45795559180767,66.9664268416316,54.5903734030021,2.03570671896364,1.88741571810327,-0.455,0.5
2.5549501E7,147.477600118111,-4368.9878170109,71.0450003557164,4700.30396946647,76.4325997620166,0.564176046553981,6.38014139739092,3.5995229500354,63.5646793785415,2.749920272571,1.55143914771776,-5.72565628397804,19.0776857914827,73.5092915690471,55.3194474753188,2.32011868163213,5.38759940630021,0.91,0.5
2.4191096E7,133.280901505345,-4130.15624924331,67.1613116095635,4066.09446509336,66.1195898954401,0.556240569989559,5.84822569021852,3.25302039135473,61.3106958487905,2.69024880908156,1.49642553097726,-6.53369184935778,10.0260937069458,70.5183513267308,53.8558554383374,2.17386052564227,-1.04172171412347,0,0.5
2.4228472E7,134.604199599343,-4091.7856108771,66.5373588473785,4185.8427264026,68.0668407516193,0.556246590804319,5.90622705467283,3.28531866367799,60.9252930000902,2.67330896734339,1.48701899925137,-6.20095382953356,11.1655280168204,69.3492848814135,54.8325104992933,2.20933200270606,1.52948190424077,0,0.6
2.4316587E7,108.977277400191,-3380.09351205874,54.964388738182,3321.58000342207,54.0128886617294,0.558388121762437,4.76341764268992,2.65983583067168,59.9644710256336,2.62105849982973,1.46356793274939,-6.07537403804947,-8.86795163071001,66.8471796695324,53.8131689595712,1.81736410805,-0.951500076452599,-0.91,0.6
2.5323632E7,73.8008702501914,-2120.42486025259,34.4806603406784,2418.03810537,39.320209909324,0.564238618233896,3.19240183156795,1.80127639829126,31.7590658122756,1.37380087151117,0.775151505469985,-7.84596479427588,8.56480325154142,36.902853002677,29.0721470720504,2.3237733340905,4.83954956864555,0.91,0.6
2.4948516E7,68.6060982896299,-2071.32612151657,33.6822557542925,2147.67882040065,34.9238425351617,0.556019813847317,3.01155872998113,1.67448632443437,30.7304145159435,1.34895367057213,0.750044968800171,-8.0804632794427,6.460548191146,35.0441525821539,27.9218085930753,2.23251457457678,1.24158678086923,0,0.7
2.4733029E7,111.16879589288,-3524.23698139444,57.3083350385943,3312.20629335656,53.860460854001,0.558605909331225,4.857315016824,2.71332487188119,59.7053662404891,2.60871559951365,1.45724394965288,-6.53567839318556,-6.00511317432157,66.8447750971497,52.6740844144576,1.86195651903548,-3.44787418459331,-0.91,0.7
2.5206114E7,149.234150324078,-4232.1542865164,68.8199224589997,4945.15842207225,80.4142278646965,0.564326287804866,6.45441401023544,3.64239549835188,63.1671355355582,2.73199427679099,1.5417361885256,-4.94488040266799,18.3324103728607,73.2085143527938,58.5985928570386,2.36252837901872,11.5943054056967,0.91,0.7
2.7038291E7,144.58531725485,-4291.83011441489,69.7903232456003,4599.59766291848,74.794994008879,0.559381937246247,6.30862389439934,3.52893025540707,61.6955166531173,2.69193178066021,1.50581801440044,-5.83680863934811,19.2244640508983,70.8726468587965,56.0465554216295,2.34353037462641,5.0046707632787,0.455,0.7
2.3948787E7,135.761164358017,-4183.51055575786,68.0289168499687,4165.26655919852,67.732247507701,0.556111255298178,5.95844265611631,3.31355702511506,61.4648246586418,2.69763915791824,1.50018749845143,-6.40879992793153,12.9988945993247,70.0618205827081,54.6542075296846,2.20876192378318,-0.296669342267707,0,0.8
2.6786255E7,101.994884772611,-3179.6299050841,51.70460921365,3092.65395355018,50.2902755586998,0.558473202790538,4.45753687009992,2.48941489240161,58.8483885765956,2.57188252539291,1.4363274711572,-6.02670432803685,-13.8092873345306,65.9625907868286,52.2884235146129,1.73318058896136,-1.41433365495025,-0.91,0.5
2.4710251E7,138.321915681038,-4271.03571854438,69.4521813409089,4235.21752107419,68.8697343397747,0.556280392857797,6.0689857203012,3.37605776073751,61.7901191917432,2.7110913638236,1.50812696894117,-6.4664591073911,14.9057447035876,69.9987916998715,55.2049989242294,2.2385766120924,-0.582447001134263,0,0.9
2.4933956E7,72.9808074426976,-2106.4006441472,34.2526097074593,2381.63168741,38.7281977350514,0.56421004390319,3.15708838205945,1.78126097464801,31.4468502433411,1.36036430719909,0.76753120548913,-6.45697803952464,9.01925023719337,35.8400903594794,28.6534500722195,2.32076684558103,4.47558802759212,0.91,0.9
2.4692265E7,142.350657669355,-4458.34232535574,72.4980122072092,4295.66268534686,69.8526454617817,0.556315686817529,6.24535382849155,3.47438830451576,62.620102501605,2.74733326351975,1.52838459141163,-6.77169484012059,19.0886147260199,70.8350729050032,54.6905054731934,2.27324216956858,-2.64536674542753,0,1
2.374924E7,61.446403969496,-2014.5664430135,32.7592750666971,1764.14548600361,28.6871289026416,0.558409554807108,2.68573098175727,1.49973784185473,30.7807890325352,1.34538253513833,0.751274462491851,-11.2278114851797,2.45534483313819,33.6923736689661,26.7511243646694,1.99625824745907,-4.07214616405552,-0.91,1
2.4775814E7,149.156509673682,-4322.14924271235,70.2833487633854,4850.38887154896,78.873160909915,0.564120049392455,6.45341420881328,3.64050034222572,63.9500147470463,2.76686505151726,1.56084404952418,-5.21890556307197,18.7763285020833,73.3658051945721,58.1890582239541,2.33239210754946,8.58981214652964,0.91,1
